ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,ORDERDATE,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,CITY,STATE,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME
10229,25,100.0,13,3451.0,3/11/2004 0:00,Shipped,1,3,2004,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10245,38,100.0,6,5920.4,5/4/2004 0:00,Shipped,2,5,2004,Trucks and Buses,136,S12_1666,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie
10258,41,100.0,3,6668.24,6/15/2004 0:00,Shipped,2,6,2004,Trucks and Buses,136,S12_1666,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10270,28,100.0,6,4094.72,7/19/2004 0:00,Shipped,3,7,2004,Trucks and Buses,136,S12_1666,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10281,25,100.0,13,2938.5,8/19/2004 0:00,Shipped,3,8,2004,Trucks and Buses,136,S12_1666,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung
10313,21,100.0,11,2669.1,10/22/2004 0:00,Shipped,4,10,2004,Trucks and Buses,136,S12_1666,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi
10322,27,100.0,9,4784.13,11/4/2004 0:00,Shipped,4,11,2004,Trucks and Buses,136,S12_1666,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie
10333,33,99.21,6,3273.93,11/18/2004 0:00,Shipped,4,11,2004,Trucks and Buses,136,S12_1666,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie
10347,29,100.0,3,3586.43,11/29/2004 0:00,Shipped,4,11,2004,Trucks and Buses,136,S12_1666,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10357,49,100.0,8,5960.36,12/10/2004 0:00,Shipped,4,12,2004,Trucks and Buses,136,S12_1666,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10370,49,100.0,8,8470.14,1/20/2005 0:00,Shipped,1,1,2005,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10381,20,100.0,1,2952.0,2/17/2005 0:00,Shipped,1,2,2005,Trucks and Buses,136,S12_1666,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie
10391,39,63.2,9,2464.8,3/9/2005 0:00,Shipped,1,3,2005,Trucks and Buses,136,S12_1666,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10411,40,100.0,6,6232.0,5/1/2005 0:00,Shipped,2,5,2005,Trucks and Buses,136,S12_1666,Qubec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montral,Qubec,H1J 1C3,Canada,,Fresnire,Jean
10107,21,100.0,1,3036.6,2/24/2003 0:00,Shipped,1,2,2003,Motorcycles,150,S12_2823,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai
10145,49,100.0,5,8339.8,8/25/2003 0:00,Shipped,3,8,2003,Motorcycles,150,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie
10159,38,100.0,13,6238.84,10/10/2003 0:00,Shipped,4,10,2003,Motorcycles,150,S12_2823,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie
10169,35,100.0,13,4639.25,11/4/2003 0:00,Shipped,4,11,2003,Motorcycles,150,S12_2823,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10189,28,100.0,1,4512.48,11/18/2003 0:00,Shipped,4,11,2003,Motorcycles,150,S12_2823,Toys4GrownUps.com,6265557265,78934 Hillside Dr.,,Pasadena,CA,90003,USA,,Young,Julie
10201,25,100.0,1,4029.0,12/1/2003 0:00,Shipped,4,12,2003,Motorcycles,150,S12_2823,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie
10237,32,100.0,6,4193.28,4/5/2004 0:00,Shipped,2,4,2004,Motorcycles,150,S12_2823,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael
10251,46,100.0,1,7552.28,5/18/2004 0:00,Shipped,2,5,2004,Motorcycles,150,S12_2823,Tekni Collectables Inc.,2015559350,7476 Moss Rd.,,Newark,NJ,94019,USA,,Brown,William
10263,48,100.0,1,6434.4,6/28/2004 0:00,Shipped,2,6,2004,Motorcycles,150,S12_2823,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie
10276,43,100.0,14,5181.5,8/2/2004 0:00,Shipped,3,8,2004,Motorcycles,150,S12_2823,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel
10285,49,100.0,5,6863.92,8/27/2004 0:00,Shipped,3,8,2004,Motorcycles,150,S12_2823,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta
10319,30,100.0,9,4111.8,11/3/2004 0:00,Shipped,4,11,2004,Motorcycles,150,S12_2823,Microscale Inc.,2125551957,5290 North Pendale Street,Suite 200,NYC,NY,10022,USA,,Kuo,Kee
10329,24,100.0,6,3542.64,11/15/2004 0:00,Shipped,4,11,2004,Motorcycles,150,S12_2823,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai
10362,22,100.0,1,3877.06,1/5/2005 0:00,Shipped,1,1,2005,Motorcycles,150,S12_2823,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri
10388,44,100.0,6,5951.44,3/3/2005 0:00,Shipped,1,3,2005,Motorcycles,150,S12_2823,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta
10127,46,100.0,3,7366.44,6/3/2003 0:00,Shipped,2,6,2003,Classic Cars,151,S12_3148,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff
10142,33,100.0,13,4985.64,8/8/2003 0:00,Shipped,3,8,2003,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10185,33,100.0,14,4038.21,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,151,S12_3148,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C
10196,24,100.0,6,3807.12,11/26/2003 0:00,Shipped,4,11,2003,Classic Cars,151,S12_3148,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie
10272,27,100.0,3,4283.01,7/20/2004 0:00,Shipped,3,7,2004,Classic Cars,151,S12_3148,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung
10282,27,100.0,6,4364.82,8/20/2004 0:00,Shipped,3,8,2004,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10324,27,54.33,1,1466.91,11/5/2004 0:00,Shipped,4,11,2004,Classic Cars,151,S12_3148,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael
10372,40,100.0,4,5862.0,1/26/2005 0:00,Shipped,1,1,2005,Classic Cars,151,S12_3148,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10382,37,100.0,11,4071.85,2/17/2005 0:00,Shipped,1,2,2005,Classic Cars,151,S12_3148,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10413,47,100.0,3,8236.75,5/5/2005 0:00,Shipped,2,5,2005,Classic Cars,151,S12_3148,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie
10135,48,100.0,5,6031.68,7/2/2003 0:00,Shipped,3,7,2003,Classic Cars,117,S12_3380,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10147,31,100.0,5,3494.94,9/5/2003 0:00,Shipped,3,9,2003,Classic Cars,117,S12_3380,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen
10160,46,100.0,6,5294.14,10/11/2003 0:00,Shipped,4,10,2003,Classic Cars,117,S12_3380,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael
10276,47,100.0,1,5464.69,8/2/2004 0:00,Shipped,3,8,2004,Classic Cars,117,S12_3380,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel
10329,46,83.63,13,3846.98,11/15/2004 0:00,Shipped,4,11,2004,Classic Cars,117,S12_3380,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai
10376,35,100.0,1,3987.2,2/8/2005 0:00,Shipped,1,2,2005,Classic Cars,117,S12_3380,Boards & Toys Co.,3105552373,4097 Douglas Av.,,Glendale,CA,92561,USA,,Young,Leslie
10127,42,100.0,1,8138.76,6/3/2003 0:00,Shipped,2,6,2003,Classic Cars,173,S12_3891,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff
10142,46,100.0,11,9470.94,8/8/2003 0:00,Shipped,3,8,2003,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10185,43,100.0,12,7886.2,11/14/2003 0:00,Shipped,4,11,2003,Classic Cars,173,S12_3891,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C
10196,38,100.0,4,7232.16,11/26/2003 0:00,Shipped,4,11,2003,Classic Cars,173,S12_3891,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie
10272,39,100.0,1,7962.24,7/20/2004 0:00,Shipped,3,7,2004,Classic Cars,173,S12_3891,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung
10282,24,100.0,4,3778.8,8/20/2004 0:00,Shipped,3,8,2004,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10349,26,100.0,10,4408.56,12/1/2004 0:00,Shipped,4,12,2004,Classic Cars,173,S12_3891,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff
10372,34,100.0,1,5941.5,1/26/2005 0:00,Shipped,1,1,2005,Classic Cars,173,S12_3891,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10382,34,95.35,12,3241.9,2/17/2005 0:00,Shipped,1,2,2005,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10396,33,100.0,3,6109.29,3/23/2005 0:00,Shipped,1,3,2005,Classic Cars,173,S12_3891,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10413,22,100.0,1,3387.78,5/5/2005 0:00,Shipped,2,5,2005,Classic Cars,173,S12_3891,Gift Depot Inc.,2035552570,25593 South Bay Ln.,,Bridgewater,CT,97562,USA,,King,Julie
10135,24,75.01,8,1800.24,7/2/2003 0:00,Shipped,3,7,2003,Classic Cars,79,S12_3990,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10147,21,63.84,8,1340.64,9/5/2003 0:00,Shipped,3,9,2003,Classic Cars,79,S12_3990,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen
10159,24,73.42,3,1762.08,10/10/2003 0:00,Shipped,4,10,2003,Classic Cars,79,S12_3990,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie
10169,36,63.84,3,2298.24,11/4/2003 0:00,Shipped,4,11,2003,Classic Cars,79,S12_3990,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10276,38,83.79,4,3184.02,8/2/2004 0:00,Shipped,3,8,2004,Classic Cars,79,S12_3990,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,,Brickhaven,MA,58339,USA,,Barajas,Miguel
10329,33,100.0,14,3607.56,11/15/2004 0:00,Shipped,4,11,2004,Classic Cars,79,S12_3990,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai
10115,46,100.0,5,5723.78,4/4/2003 0:00,Shipped,2,4,2003,Trucks and Buses,118,S12_4473,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,NYC,NY,10022,USA,,Hernandez,Maria
10127,24,100.0,11,2559.6,6/3/2003 0:00,Shipped,2,6,2003,Trucks and Buses,118,S12_4473,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff
10195,49,100.0,6,6445.46,11/25/2003 0:00,Shipped,4,11,2003,Trucks and Buses,118,S12_4473,Mini Classics,9145554562,3758 North Pendale Street,,White Plains,NY,24067,USA,,Frick,Steve
10207,34,99.54,7,3384.36,12/9/2003 0:00,Shipped,4,12,2003,Trucks and Buses,118,S12_4473,Diecast Collectables,6175552555,6251 Ingle Ln.,,Boston,MA,51003,USA,,Franco,Valarie
10219,48,100.0,2,4891.68,2/10/2004 0:00,Shipped,1,2,2004,Trucks and Buses,118,S12_4473,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue
10229,36,100.0,1,4521.96,3/11/2004 0:00,Shipped,1,3,2004,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10271,31,97.17,5,3012.27,7/20/2004 0:00,Shipped,3,7,2004,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10281,41,100.0,1,5247.18,8/19/2004 0:00,Shipped,3,8,2004,Trucks and Buses,118,S12_4473,Diecast Classics Inc.,2155551555,7586 Pompton St.,,Allentown,PA,70267,USA,,Yu,Kyung
10292,21,100.0,8,2214.87,9/8/2004 0:00,Shipped,3,9,2004,Trucks and Buses,118,S12_4473,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai
10305,38,100.0,5,4773.18,10/13/2004 0:00,Shipped,4,10,2004,Trucks and Buses,118,S12_4473,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,,Cambridge,MA,51247,USA,,Hernandez,Marta
10324,26,58.38,7,1517.88,11/5/2004 0:00,Shipped,4,11,2004,Trucks and Buses,118,S12_4473,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael
10349,48,100.0,9,5232.96,12/1/2004 0:00,Shipped,4,12,2004,Trucks and Buses,118,S12_4473,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff
10371,49,35.71,4,1749.79,1/23/2005 0:00,Shipped,1,1,2005,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10382,32,66.58,13,2130.56,2/17/2005 0:00,Shipped,1,2,2005,Trucks and Buses,118,S12_4473,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10135,29,97.89,4,2838.81,7/2/2003 0:00,Shipped,3,7,2003,Classic Cars,115,S12_4675,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10147,33,97.89,4,3230.37,9/5/2003 0:00,Shipped,3,9,2003,Classic Cars,115,S12_4675,Collectables For Less Inc.,6175558555,7825 Douglas Av.,,Brickhaven,MA,58339,USA,,Nelson,Allen
10160,50,100.0,5,5182.0,10/11/2003 0:00,Shipped,4,10,2003,Classic Cars,115,S12_4675,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,,Los Angeles,CA,,USA,,Chandler,Michael
10192,27,100.0,16,3544.56,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,115,S12_4675,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie
10321,24,100.0,15,2984.88,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,115,S12_4675,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta
10329,39,64.74,15,2524.86,11/15/2004 0:00,Shipped,4,11,2004,Classic Cars,115,S12_4675,Land of Toys Inc.,2125557818,897 Long Airport Avenue,,NYC,NY,10022,USA,,Yu,Kwai
10113,49,100.0,4,4916.66,3/26/2003 0:00,Shipped,1,3,2003,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10140,32,100.0,10,4181.44,7/24/2003 0:00,Shipped,3,7,2003,Trucks and Buses,116,S18_1097,Technics Stores Inc.,6505556809,9408 Furth Circle,,Burlingame,CA,94217,USA,,Hirano,Juri
10174,48,93.34,3,4480.32,11/6/2003 0:00,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,,South Brisbane,Queensland,4101,Australia,APAC,Calaghan,Tony
10183,21,96.84,7,2033.64,11/13/2003 0:00,Shipped,4,11,2003,Trucks and Buses,116,S18_1097,"Classic Gift Ideas, Inc",2155554695,782 First Street,,Philadelphia,PA,71270,USA,,Cervantes,Francisca
10206,34,100.0,5,3966.78,12/5/2003 0:00,Shipped,4,12,2003,Trucks and Buses,116,S18_1097,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,,Vancouver,BC,V3F 2K1,Canada,,Tannamuri,Yoshi
10215,46,100.0,2,5152.0,1/29/2004 0:00,Shipped,1,1,2004,Trucks and Buses,116,S18_1097,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve
10228,32,100.0,1,3360.0,3/10/2004 0:00,Shipped,1,3,2004,Trucks and Buses,116,S18_1097,Cambridge Collectables Co.,6175555555,4658 Baden Av.,,Cambridge,MA,51247,USA,,Tseng,Kyung
10245,29,100.0,8,3451.0,5/4/2004 0:00,Shipped,2,5,2004,Trucks and Buses,116,S18_1097,Super Scale Inc.,2035559545,567 North Pendale Street,,New Haven,CT,97823,USA,,Murphy,Leslie
10258,41,100.0,5,5453.0,6/15/2004 0:00,Shipped,2,6,2004,Trucks and Buses,116,S18_1097,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,,Minato-ku,Tokyo,106-0032,Japan,Japan,Shimamura,Akiko
10270,43,96.84,8,4164.12,7/19/2004 0:00,Shipped,3,7,2004,Trucks and Buses,116,S18_1097,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10312,32,100.0,2,4181.44,10/21/2004 0:00,Shipped,4,10,2004,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10322,22,100.0,10,2251.04,11/4/2004 0:00,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie
10333,29,40.25,7,1167.25,11/18/2004 0:00,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie
10347,42,49.6,5,2083.2,11/29/2004 0:00,Shipped,4,11,2004,Trucks and Buses,116,S18_1097,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10357,39,98.0,1,3822.0,12/10/2004 0:00,Shipped,4,12,2004,Trucks and Buses,116,S18_1097,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10370,27,100.0,1,3911.49,1/20/2005 0:00,Shipped,1,1,2005,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10381,48,98.0,2,4704.0,2/17/2005 0:00,Shipped,1,2,2005,Trucks and Buses,116,S18_1097,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie
10391,29,85.1,10,2467.9,3/9/2005 0:00,Shipped,1,3,2005,Trucks and Buses,116,S18_1097,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10411,27,100.0,8,3213.0,5/1/2005 0:00,Shipped,2,5,2005,Trucks and Buses,116,S18_1097,Qubec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montral,Qubec,H1J 1C3,Canada,,Fresnire,Jean
10109,26,100.0,4,4379.18,3/10/2003 0:00,Shipped,1,3,2003,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa
10148,23,100.0,13,2702.04,9/11/2003 0:00,Shipped,3,9,2003,Classic Cars,141,S18_1129,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,North Sydney,NSW,2060,Australia,APAC,O'Hara,Anna
10171,35,100.0,2,4508.0,11/5/2003 0:00,Shipped,4,11,2003,Classic Cars,141,S18_1129,Qubec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,,Montral,Qubec,H1J 1C3,Canada,,Fresnire,Jean
10192,22,100.0,11,3300.66,11/20/2003 0:00,Shipped,4,11,2003,Classic Cars,141,S18_1129,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,,Nashua,NH,62005,USA,,Young,Valarie
10204,42,100.0,17,6182.4,12/2/2003 0:00,Shipped,4,12,2003,Classic Cars,141,S18_1129,Muscle Machine Inc,2125557413,4092 Furth Circle,Suite 400,NYC,NY,10022,USA,,Young,Jeff
10240,41,100.0,3,5628.89,4/13/2004 0:00,Shipped,2,4,2004,Classic Cars,141,S18_1129,Osaka Souveniers Co.,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",,Osaka,Osaka,530-0003,Japan,Japan,Kentary,Mory
10278,34,100.0,6,4667.86,8/6/2004 0:00,Shipped,3,8,2004,Classic Cars,141,S18_1129,Signal Gift Stores,7025551838,8489 Strong St.,,Las Vegas,NV,83030,USA,,King,Sue
10321,41,100.0,10,5803.14,11/4/2004 0:00,Shipped,4,11,2004,Classic Cars,141,S18_1129,FunGiftIdeas.com,5085552555,1785 First Street,,New Bedford,MA,50553,USA,,Benitez,Violeta
10331,46,100.0,6,6434.02,11/17/2004 0:00,Shipped,4,11,2004,Classic Cars,141,S18_1129,Motor Mint Distributors Inc.,2155559857,11328 Douglas Av.,,Philadelphia,PA,71270,USA,,Hernandez,Rosa
10342,40,100.0,2,6454.4,11/24/2004 0:00,Shipped,4,11,2004,Classic Cars,141,S18_1129,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10365,30,87.06,1,2611.8,1/7/2005 0:00,Shipped,1,1,2005,Classic Cars,141,S18_1129,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,,New Bedford,MA,50553,USA,,Tam,Wing C
10390,36,93.77,14,3375.72,3/4/2005 0:00,Shipped,1,3,2005,Classic Cars,141,S18_1129,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10102,39,100.0,2,4808.31,1/10/2003 0:00,Shipped,1,1,2003,Vintage Cars,102,S18_1342,Vitachrome Inc.,2125551500,2678 Kingston Rd.,Suite 101,NYC,NY,10022,USA,,Frick,Michael
10111,33,99.66,6,3288.78,3/25/2003 0:00,Shipped,1,3,2003,Vintage Cars,102,S18_1342,Mini Wheels Co.,6505555787,5557 North Pendale Street,,San Francisco,CA,,USA,,Murphy,Julie
10125,32,100.0,1,3254.72,5/21/2003 0:00,Shipped,2,5,2003,Vintage Cars,102,S18_1342,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,Melbourne,Victoria,3004,Australia,APAC,Ferguson,Peter
10139,31,100.0,7,3184.94,7/16/2003 0:00,Shipped,3,7,2003,Vintage Cars,102,S18_1342,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,Chatswood,NSW,2067,Australia,APAC,Huxley,Adrian
10149,50,100.0,4,5907.5,9/12/2003 0:00,Shipped,3,9,2003,Vintage Cars,102,S18_1342,Signal Collectibles Ltd.,4155554312,2793 Furth Circle,,Brisbane,CA,94217,USA,,Taylor,Sue
10162,48,91.44,2,4389.12,10/18/2003 0:00,Shipped,4,10,2003,Vintage Cars,102,S18_1342,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,,San Francisco,CA,,USA,,Brown,Julie
10182,25,87.33,3,2183.25,11/12/2003 0:00,Shipped,4,11,2003,Vintage Cars,102,S18_1342,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,,San Rafael,CA,97562,USA,,Nelson,Valarie
10193,28,100.0,7,3106.88,11/21/2003 0:00,Shipped,4,11,2003,Vintage Cars,102,S18_1342,"Australian Collectables, Ltd",61-9-3844-6555,7 Allen Street,,Glen Waverly,Victoria,3150,Australia,APAC,Connery,Sean
10215,27,89.38,10,2413.26,1/29/2004 0:00,Shipped,1,1,2004,Vintage Cars,102,S18_1342,West Coast Collectables Co.,3105553722,3675 Furth Circle,,Burbank,CA,94019,USA,,Thompson,Steve
